Nb_of_items,item,cahs_price,make,model,Nbr_of_prod_purchas
82810,4,8,899.0,184,1166,1
82811,1,17,887.0,8,50,1
82812,2,9,629.0,135,1083,1
82813,2,17,556.0,8,33,1
82814,2,57,1199.0,153,2301,1
82815,1,17,899.0,8,50,1
82816,2,16,399.0,8,329,1
82817,2,17,1449.0,8,59,1
82818,1,46,18349.0,34,444,1
82819,1,17,318.0,8,21,1
82820,1,17,825.0,8,65,1
82821,2,12,1199.0,146,1838,1
82822,2,17,929.0,8,50,1
82823,2,42,1119.0,146,1965,1
82824,1,16,379.0,8,295,1
82825,2,57,1407.0,153,2268,1
82826,2,17,889.0,8,50,1
82827,1,17,1899.0,8,79,1
82828,1,17,889.0,8,50,1
82829,2,16,409.0,8,272,1
82830,2,55,599.0,8,173,1
82831,2,17,1052.0,8,73,1
82832,2,17,1358.0,8,54,1
82833,1,54,999.0,8,227,1
82834,1,17,889.0,8,50,1
82835,2,17,849.0,8,65,1
82836,1,16,369.0,8,324,1
82837,1,17,898.0,8,50,1
82838,1,57,1613.0,109,937,1
82839,1,17,1798.0,8,53,1
82840,2,16,369.0,8,326,1
82841,3,57,2699.0,153,2281,1
82842,1,17,1149.0,8,54,1
82843,2,17,1099.0,8,73,1
82844,7,33,1399.0,83,1166,1
82845,1,57,578.0,109,899,1
82846,1,16,699.0,8,342,1
82847,1,17,549.0,8,33,1
82848,2,17,1120.0,8,50,1
82849,2,57,2199.0,109,939,1
82850,1,17,699.0,8,63,1
82851,2,57,1999.0,109,932,1
82852,2,17,679.0,8,33,1
82853,1,57,899.0,165,2395,1
82854,4,17,749.0,8,63,1
82855,2,17,1249.0,8,59,1
82856,1,16,379.0,8,295,1
82857,2,17,999.0,8,71,1
82858,1,57,979.0,153,2301,1
82859,2,16,749.0,8,318,1
82860,1,17,898.0,8,50,1
82861,1,17,929.0,8,49,1
82862,2,17,899.0,8,46,1
82863,1,17,999.0,8,71,1
82864,1,55,774.0,8,188,1
82865,1,57,899.0,109,903,1
82866,2,54,774.0,8,190,1
82867,2,15,379.0,8,293,1
82868,1,54,549.0,8,222,1
82869,2,17,1379.0,8,54,1
82870,2,57,2499.0,165,2403,1
82871,1,17,1187.0,8,54,1
82872,1,57,1199.0,109,929,1
82873,2,42,1649.0,146,1248,1
82874,2,17,1249.0,8,76,1
82875,1,57,1099.0,109,924,1
82876,1,17,1187.0,8,54,1
82877,1,16,499.0,8,282,1
82878,2,17,1099.0,8,73,1
82879,2,16,379.0,8,295,1
82880,2,17,949.0,8,49,1
82881,1,17,2399.0,8,81,1
82882,2,17,887.0,8,50,1
82883,1,17,2399.0,8,81,1
82884,1,17,749.0,8,69,1
82885,1,16,379.0,8,269,1
82886,1,55,1199.0,8,236,1
82887,1,16,649.0,8,346,1
82888,1,57,2199.0,165,2409,1
82889,2,46,979.0,99,809,1
82890,1,17,1148.0,8,50,1
82891,1,31,799.0,174,2599,1
82892,3,33,479.0,146,1358,1
82893,1,5,1380.0,158,2358,1
82894,1,16,479.0,8,305,1
82895,2,57,1299.0,109,929,1
82896,1,28,399.0,51,525,1
82897,1,17,889.0,8,50,1
82898,2,17,549.0,8,33,1
82899,2,55,774.0,8,188,1
82900,1,16,379.0,8,298,1
82901,2,55,1099.0,8,236,1
82902,1,17,1449.0,8,59,1
82903,2,17,887.0,8,50,1
82904,1,17,887.0,8,50,1
82905,3,57,1399.0,109,935,1
82906,2,17,1147.0,8,49,1
82907,2,57,1499.0,109,935,1
82908,1,17,898.0,8,50,1
82909,2,17,1363.0,8,59,1
82910,2,17,1149.0,8,76,1
82911,2,16,369.0,8,326,1
82912,1,16,469.0,8,339,1
82913,1,17,1168.0,8,54,1
82914,1,17,1379.0,8,54,1
82915,2,17,699.0,8,47,1
82916,1,17,1249.0,8,59,1
82917,5,12,650.0,146,1931,1
82918,2,17,949.0,8,49,1
82919,1,57,1192.0,109,929,1
82920,1,17,1899.0,8,79,1
82921,1,17,699.0,8,48,1
82922,2,55,1199.0,8,236,1
82923,2,55,1099.0,8,223,1
82924,1,57,1299.0,109,929,1
82925,4,17,1249.0,8,76,1
82926,2,17,1049.0,8,69,1
82927,2,17,1299.0,8,75,1
82928,1,57,1179.0,165,2406,1
82929,2,17,1150.0,8,54,1
82930,2,55,669.0,153,2222,1
82931,1,16,699.0,8,341,1
82932,1,17,549.0,8,33,1
82933,1,57,799.0,109,922,1
82934,1,57,1589.0,153,2268,1
82935,1,17,1785.0,8,53,1
82936,9,12,2310.0,175,2620,1
82937,2,17,539.0,8,34,1
82938,1,15,669.0,8,293,1
82939,1,16,699.0,8,342,1
82940,9,41,549.0,146,1166,1
82941,1,17,2599.0,8,81,1
82942,2,17,929.0,8,50,1
82943,1,17,1599.0,8,53,1
82944,2,17,938.0,8,49,1
82945,1,17,1117.0,8,50,1
82946,1,57,1599.0,153,2285,1
82947,2,17,893.0,8,50,1
82948,2,17,1149.0,8,59,1
82949,1,16,409.0,8,303,1
82950,1,17,893.0,8,50,1
82951,1,17,889.0,8,50,1
82952,1,16,369.0,8,324,1
82953,1,16,339.0,8,326,1
82954,1,16,369.0,8,324,1
82955,1,16,649.0,8,338,1
82956,4,16,1899.0,8,263,1
82957,1,17,889.0,8,50,1
82958,1,17,889.0,8,50,1
82959,1,16,509.0,8,313,1
82960,1,57,1099.0,109,924,1
82961,2,17,1855.0,8,79,1
82962,1,55,1049.0,8,186,1
82963,1,16,399.0,8,327,1
82964,2,17,849.0,8,65,1
82965,2,57,1799.0,140,1114,1
82966,4,55,1299.0,8,223,1
82967,1,16,399.0,8,329,1
82968,2,55,774.0,8,188,1
82969,2,55,1099.0,8,223,1
82970,1,57,719.0,109,926,1
82971,2,55,1199.0,8,236,1
82972,2,17,999.0,8,71,1
82973,1,56,1898.0,165,792,1
82974,1,46,1949.0,99,843,1
82975,4,42,549.0,146,1182,1
82976,1,17,1187.0,8,54,1
82977,1,17,1168.0,8,54,1
82978,1,16,328.0,8,323,1
82979,2,17,1187.0,8,54,1
82980,1,17,949.0,8,50,1
82981,1,17,887.0,8,50,1
82982,2,17,949.0,8,50,1
82983,1,17,889.0,8,50,1
82984,1,57,1199.0,109,924,1
82985,2,17,556.0,8,33,1
82986,3,57,1678.0,109,937,1
82987,1,17,1187.0,8,54,1
82988,2,17,2255.0,8,79,1
82989,1,17,889.0,8,50,1
82990,2,17,749.0,8,63,1
82991,3,57,1199.0,109,929,1
82992,1,17,889.0,8,50,1
82993,1,17,849.0,8,65,1
82994,2,57,1679.0,109,937,1
82995,2,17,1099.0,8,73,1
82996,1,17,889.0,8,50,1
82997,1,17,887.0,8,50,1
82998,2,15,479.0,8,293,1
82999,1,12,3399.0,187,2706,1
83000,9,12,549.0,157,1166,1
83001,1,15,409.0,8,293,1
83002,3,17,1799.0,8,76,1
83003,2,17,1899.0,8,79,1
83004,1,17,1187.0,8,54,1
83005,2,17,1899.0,8,79,1
83006,2,12,999.0,146,1760,1
83007,1,17,1168.0,8,54,1
83008,1,17,1120.0,8,50,1
83009,2,17,2599.0,8,81,1
83010,2,17,1769.0,8,79,1
83011,1,17,1299.0,8,75,1
83012,3,55,774.0,8,207,1
83013,1,57,1099.0,109,924,1
83014,2,17,699.0,8,47,1
83015,1,17,689.0,8,34,1
83016,5,40,334.0,16,369,2
83017,1,17,949.0,8,50,1
83018,2,57,1499.0,153,2285,1
83019,2,15,719.0,196,2837,1
83020,7,12,799.0,146,1166,1
83021,1,57,1199.0,109,929,1
83022,1,17,949.0,8,50,1
83023,1,16,399.0,8,279,1
83024,2,17,2155.0,8,79,1
83025,21,5,157.0,117,1000,1
83026,2,41,1299.0,146,1166,1
83027,1,42,1599.0,193,2765,1
83028,2,17,1187.0,8,51,1
83029,1,57,1299.0,165,2398,1
83030,4,55,774.0,8,188,1
83031,3,41,849.0,146,1166,1
83032,3,5,1395.0,26,405,1
83033,1,41,2499.0,146,1166,1
83034,1,17,1099.0,8,73,1
83035,2,17,2599.0,8,81,1
83036,1,17,899.0,8,50,1
83037,1,16,369.0,8,324,1
83038,2,17,1379.0,8,54,1
83039,1,17,699.0,8,48,1
83040,2,42,699.0,172,1166,1
83041,1,16,409.0,8,303,1
83042,1,17,1774.0,8,50,2
83043,1,16,369.0,8,326,1
83044,4,41,1349.0,146,1166,1
83045,1,16,399.0,8,331,1
83046,1,16,479.0,8,276,1
83047,1,17,549.0,8,33,1
83048,1,17,949.0,8,50,1
83049,2,57,1185.0,109,931,1
83050,2,17,2155.0,8,79,1
83051,2,17,949.0,8,50,1
83052,2,17,569.0,8,82,1
83053,1,17,1187.0,8,54,1
83054,2,16,699.0,8,310,1
83055,11,5,1550.0,158,2349,1
83056,2,17,2399.0,8,81,1
83057,1,57,899.0,109,929,1
83058,1,17,1117.0,8,50,1
83059,1,17,1117.0,8,50,1
83060,2,17,549.0,8,33,1
83061,2,17,1150.0,8,54,1
83062,1,17,2399.0,8,81,1
83063,1,17,1159.0,8,54,1
83064,1,17,949.0,8,50,1
83065,12,41,419.0,193,1166,1
83066,3,17,1649.0,8,59,1
83067,2,17,1299.0,8,75,1
83068,1,37,1999.0,130,1041,1
83069,13,42,799.0,146,1564,1
83070,2,16,369.0,8,324,1
83071,2,17,1052.0,8,73,1
83072,4,17,1149.0,8,54,1
83073,1,17,1599.0,8,55,1
83074,1,16,299.0,153,2248,1
83075,1,55,774.0,8,188,1
83076,3,57,999.0,165,2408,1
83077,1,17,898.0,8,50,1
83078,3,12,499.0,146,1802,1
83079,2,17,893.0,8,50,1
83080,1,57,1399.0,109,929,1
83081,1,17,1168.0,8,54,1
83082,1,17,899.0,8,50,1
83083,1,17,1187.0,8,54,1
83084,2,17,3596.0,8,53,2
83085,1,17,899.0,8,50,1
83086,1,17,1399.0,8,64,1
83087,1,17,1999.0,8,74,1
83088,1,17,1187.0,8,54,1
83089,2,17,2998.0,8,59,2
83090,1,16,369.0,8,326,1
83091,1,16,399.0,8,329,1
83092,3,17,959.0,8,71,1
83093,2,15,379.0,8,293,1
83094,1,17,899.0,8,50,1
83095,6,17,1899.0,8,79,1
83096,5,42,699.0,146,1688,1
83097,1,57,1199.0,109,929,1
83098,1,17,949.0,8,50,1
83099,2,55,1199.0,8,236,1
83100,4,42,899.0,146,1350,1
83101,4,17,1099.0,8,73,1
83102,2,55,674.0,8,207,1
83103,1,17,889.0,8,50,1
83104,1,17,679.0,153,2232,1
83105,2,17,719.0,8,82,1
83106,2,17,409.0,8,14,1
83107,1,9,2795.0,17,373,1
83108,1,15,379.0,8,293,1
83109,1,57,1199.0,153,2301,1
83110,1,16,749.0,8,314,1
83111,1,57,1679.0,109,937,1
83112,1,17,999.0,8,71,1
83113,1,17,2399.0,8,3,1
83114,4,41,999.0,146,1166,1
83115,2,12,1590.0,195,1166,2
83116,2,17,938.0,8,49,1
83117,3,17,1148.0,8,50,1
83118,1,17,2155.0,8,79,1
83119,2,15,409.0,8,293,1
83120,1,16,384.0,8,328,1
83121,2,57,1299.0,153,2301,1
83122,1,17,630.0,8,48,1
83123,1,17,1899.0,8,79,1
83124,1,17,1149.0,8,54,1
83125,2,55,1199.0,8,236,1
83126,1,57,799.0,153,2255,1
83127,1,17,1449.0,8,76,1
83128,1,57,1199.0,109,929,1
83129,2,17,1379.0,8,51,1
83130,2,17,1052.0,8,73,1
83131,1,54,874.0,8,199,1
83132,2,15,379.0,8,293,1
83133,1,16,369.0,8,324,1
83134,1,17,1899.0,8,79,1
83135,2,17,893.0,8,50,1
83136,2,15,379.0,8,293,1
83137,2,56,1699.0,109,1065,1
83138,1,17,1080.0,8,73,1
83139,2,17,1358.0,8,51,1
83140,2,17,1187.0,8,54,1
83141,1,17,889.0,8,50,1
83142,2,17,1159.0,8,54,1
83143,3,57,1169.0,140,1105,1
83144,1,17,1117.0,8,50,1
83145,3,17,1649.0,8,59,1
83146,2,17,1549.0,8,53,1
83147,1,57,1499.0,109,929,1
83148,2,17,1363.0,8,59,1
83149,5,54,1599.0,153,2253,1
83150,3,56,1798.0,109,1071,1
83151,1,17,1899.0,8,79,1
83152,1,16,749.0,8,314,1
83153,2,55,674.0,8,172,1
83154,1,17,1080.0,8,73,1
83155,1,17,889.0,8,50,1
83156,2,17,999.0,8,77,1
83157,2,46,898.0,146,1458,2
83158,4,17,999.0,8,68,1
83159,2,55,674.0,8,207,1
83160,2,17,938.0,8,49,1
83161,1,57,2499.0,165,2409,1
83162,2,16,489.0,8,312,1
83163,1,57,1599.0,153,2281,1
83164,2,57,629.0,109,922,1
83165,1,57,1799.0,165,2409,1
83166,3,57,1499.0,165,2406,1
83167,2,17,1152.0,8,51,1
83168,2,42,1749.0,146,1393,1
83169,1,17,899.0,8,50,1
83170,2,17,749.0,8,63,1
83171,1,16,369.0,8,326,1
83172,2,17,1152.0,8,51,1
83173,3,46,899.0,146,1179,1
83174,2,57,799.0,109,900,1
83175,1,16,369.0,8,326,1
83176,3,17,1147.0,8,49,1
83177,1,17,749.0,8,63,1
83178,3,17,1249.0,8,76,1
83179,4,55,774.0,8,188,1
83180,2,17,2198.0,8,73,2
83181,2,17,898.0,8,50,1
83182,2,17,679.0,153,2232,1
83183,3,17,1299.0,8,75,1
83184,2,17,1117.0,8,50,1
83185,1,16,379.0,8,297,1
83186,2,17,1735.0,8,79,1
83187,1,28,399.0,51,525,1
83188,1,15,409.0,8,293,1
83189,1,17,1117.0,8,50,1
83190,3,17,1899.0,8,79,1
83191,2,55,549.0,8,244,1
83192,1,16,399.0,8,328,1
83193,2,17,544.0,8,34,1
83194,1,16,369.0,8,324,1
83195,1,57,1499.0,109,935,1
83196,2,16,499.0,8,344,1
83197,1,17,2425.0,8,81,1
83198,1,17,949.0,8,50,1
83199,1,17,949.0,8,50,1
83200,2,17,938.0,8,49,1
83201,1,42,1439.0,146,1279,1
83202,1,57,1799.0,165,2409,1
83203,2,57,2399.0,153,2279,1
83204,2,17,1187.0,8,54,1
83205,1,17,1149.0,8,54,1
83206,1,16,369.0,8,326,1
83207,1,16,379.0,8,300,1
83208,3,17,1099.0,8,73,1
83209,3,17,999.0,8,71,1
83210,1,16,399.0,8,327,1
83211,1,16,499.0,8,347,1
83212,1,16,369.0,8,326,1
83213,3,17,719.0,8,63,1
83214,2,47,285.0,24,1166,3
83215,1,17,949.0,8,50,1
83216,2,17,899.0,8,50,1
83217,1,17,1449.0,8,59,1
83218,2,16,369.0,8,326,1
83219,2,17,2155.0,8,79,1
83220,1,16,409.0,8,303,1
83221,1,17,691.0,8,33,1
83222,2,17,849.0,8,65,1
83223,2,17,949.0,8,50,1
83224,2,17,1379.0,8,54,1
83225,1,42,1995.0,173,2591,1
83226,1,17,898.0,8,50,1
83227,9,40,288.0,193,2766,1
83228,1,17,719.0,8,82,1
83229,1,17,899.0,8,50,1
83230,2,57,1899.0,109,937,1
83231,1,17,949.0,8,50,1
83232,2,55,1199.0,8,236,1
83233,1,57,799.0,109,922,1
83234,1,42,1794.0,146,2015,6
83235,3,17,549.0,8,34,1
83236,1,16,379.0,8,295,1
83237,3,57,1999.0,109,932,1
83238,3,17,699.0,8,63,1
83239,1,17,889.0,8,50,1
83240,2,17,1319.0,8,54,1
83241,3,57,999.0,109,924,1
83242,2,17,949.0,8,50,1
83243,2,17,938.0,8,49,1
83244,2,17,949.0,8,50,1
83245,1,57,1149.0,153,2261,1
83246,1,17,889.0,8,50,1
83247,1,15,479.0,8,293,1
83248,1,17,749.0,8,63,1
83249,22,46,220.0,102,1166,1
83250,1,57,799.0,165,2395,1
83251,3,46,1199.0,146,1166,1
83252,1,57,1299.0,109,934,1
83253,1,17,2425.0,8,81,1
83254,1,17,889.0,8,50,1
83255,2,57,1199.0,165,2411,1
83256,1,57,1299.0,153,2301,1
83257,3,17,1149.0,8,76,1
83258,1,57,999.0,109,927,1
83259,2,15,388.0,8,293,1
83260,2,17,3299.0,8,80,1
83261,1,17,889.0,8,50,1
83262,1,42,2099.0,146,1249,1
83263,4,17,1899.0,8,79,1
83264,2,17,1147.0,8,49,1
83265,1,17,1899.0,8,79,1
83266,3,17,689.0,8,33,1
83267,1,17,1168.0,8,54,1
83268,1,57,1699.0,109,937,1
83269,2,54,699.0,8,215,1
83270,1,57,1299.0,109,929,1
83271,1,57,2199.0,109,939,1
83272,1,42,2698.0,146,1586,2
83273,1,42,1398.0,146,2083,2
83274,2,16,489.0,8,312,1
83275,2,40,918.0,193,2818,2
83276,1,57,1099.0,153,2301,1
83277,1,17,887.0,8,50,1
83278,2,17,999.0,8,71,1
83279,1,17,1319.0,8,54,1
83280,1,17,2425.0,8,81,1
83281,1,16,509.0,8,317,1
83282,3,57,1599.0,153,2268,1
83283,1,17,2999.0,8,78,1
83284,2,17,1649.0,8,58,1
83285,1,57,1399.0,109,929,1
83286,1,57,578.0,109,899,1
83287,2,17,1899.0,8,79,1
83288,1,17,749.0,8,63,1
83289,2,17,1187.0,8,54,1
83290,1,41,2749.0,146,1166,1
83291,3,17,1149.0,8,54,1
83292,2,57,3099.0,109,942,1
83293,2,17,1358.0,8,51,1
83294,1,16,298.0,8,323,1
83295,2,17,489.0,153,2231,1
83296,2,17,499.0,8,33,1
83297,2,16,379.0,8,295,1
83298,1,57,1389.0,153,2268,1
83299,1,46,1049.0,146,1463,1
83300,4,16,558.0,8,261,2
83301,1,42,2095.0,173,2595,1
83302,1,16,349.0,8,270,1
83303,1,17,898.0,8,50,1
83304,2,17,1187.0,8,54,1
83305,2,15,349.0,8,293,1
83306,1,17,1249.0,8,59,1
83307,2,15,379.0,8,293,1
83308,8,12,299.0,7,116,1
83309,1,17,949.0,8,50,1
83310,1,17,554.0,8,33,1
83311,1,17,1249.0,8,76,1
83312,2,17,1899.0,8,79,1
83313,3,15,388.0,8,293,1
83314,2,57,1199.0,140,1101,1
83315,1,57,1199.0,165,2411,1
83316,1,17,1899.0,8,79,1
83317,1,17,1349.0,8,54,1
83318,1,17,999.0,8,71,1
83319,1,17,519.0,196,2837,1
83320,1,16,379.0,8,298,1
83321,1,16,399.0,8,329,1
83322,1,16,399.0,8,331,1
83323,1,57,1499.0,165,2406,1
83324,1,17,849.0,8,69,1
83325,1,17,1149.0,8,54,1
83326,2,17,579.0,8,33,1
83327,2,17,549.0,8,33,1
83328,5,17,849.0,8,65,1
83329,1,17,889.0,8,50,1
83330,2,17,556.0,8,33,1
83331,2,17,1735.0,8,79,1
83332,3,12,1249.0,85,738,1
83333,2,17,479.0,8,61,1
83334,1,12,1599.0,146,1843,1
83335,2,15,379.0,8,268,1
83336,3,17,898.0,8,50,1
83337,1,42,1699.0,146,1587,1
83338,2,17,949.0,8,50,1
83339,1,17,2425.0,8,81,1
83340,1,16,369.0,8,326,1
83341,1,17,889.0,8,50,1
83342,1,17,899.0,8,46,1
83343,1,55,399.0,8,244,1
83344,2,17,1555.0,8,55,1
83345,1,57,2499.0,165,2409,1
83346,1,17,1187.0,8,54,1
83347,2,17,949.0,8,50,1
83348,2,54,999.0,153,2250,1
83349,1,17,899.0,8,50,1
83350,3,17,1449.0,8,59,1
83351,2,42,1299.0,146,1888,1
83352,1,17,898.0,8,50,1
83353,1,17,1379.0,8,54,1
83354,1,17,552.0,8,33,1
83355,1,17,949.0,8,50,1
83356,1,17,2599.0,8,81,1
83357,2,17,898.0,8,50,1
83358,1,17,550.0,8,33,1
83359,2,16,699.0,8,306,1
83360,3,17,1649.0,8,72,1
83361,1,17,1449.0,8,59,1
83362,4,42,2399.0,146,1562,2
83363,3,57,2199.0,109,939,1
83364,3,17,1168.0,8,54,1
83365,2,55,724.0,8,188,1
83366,2,13,1525.0,74,635,1
83367,3,17,1052.0,8,73,1
83368,1,17,899.0,8,50,1
83369,2,17,939.0,8,46,1
83370,2,17,929.0,8,49,1
83371,2,16,369.0,8,323,1
83372,1,17,949.0,8,50,1
83373,2,17,669.0,8,34,1
83374,4,17,749.0,8,63,1
83375,2,17,499.0,8,33,1
83376,1,16,379.0,8,295,1
83377,1,17,949.0,8,50,1
83378,4,55,1399.0,8,236,1
83379,3,17,1117.0,8,50,1
83380,3,17,552.0,8,33,1
83381,2,17,965.0,8,71,1
83382,2,17,1052.0,8,73,1
83383,5,17,1187.0,8,54,1
83384,2,16,399.0,8,279,1
83385,1,42,1149.0,146,1439,1
83386,2,17,1099.0,8,73,1
83387,2,57,999.0,109,931,1
83388,1,16,379.0,8,298,1
83389,1,57,799.0,165,2408,1
83390,2,57,1399.0,165,2404,1
83391,2,55,399.0,8,244,1
83392,3,56,1699.0,109,1065,1
83393,1,17,1249.0,8,50,1
83394,2,17,938.0,8,49,1
83395,2,17,549.0,8,33,1
83396,2,55,774.0,8,188,1
83397,1,17,749.0,8,63,1
83398,2,17,1899.0,8,79,1
83399,1,17,569.0,8,82,1
83400,1,16,409.0,8,303,1
83401,2,17,1529.0,8,59,1
83402,1,42,3199.0,146,1924,1
83403,3,15,409.0,8,293,1
83404,2,17,1187.0,8,54,1
83405,1,17,579.0,8,33,1
83406,1,17,859.0,8,33,1
83407,2,57,799.0,109,922,1
83408,2,17,849.0,8,65,1
83409,3,17,1649.0,8,59,1
83410,1,17,2399.0,8,79,1
83411,1,17,569.0,8,82,1
83412,2,17,599.0,8,40,1
83413,1,17,949.0,8,50,1
83414,1,16,479.0,8,305,1
83415,1,16,369.0,8,326,1
83416,4,17,1187.0,8,51,1
83417,1,17,959.0,8,71,1
83418,2,17,849.0,8,65,1
83419,3,17,749.0,8,63,1
83420,2,17,1649.0,8,59,1
83421,1,17,2399.0,8,81,1
83422,1,57,549.0,109,899,1
83423,1,17,1999.0,8,259,1
83424,1,42,1099.0,146,1416,1
83425,1,55,1049.0,196,2837,1
83426,1,17,1049.0,8,67,1
83427,2,17,1249.0,8,59,1
83428,2,17,999.0,8,71,1
83429,1,57,1599.0,109,937,1
83430,2,17,2399.0,8,4,1
83431,2,16,369.0,8,323,1
83432,1,17,1799.0,8,79,1
83433,1,57,1199.0,109,929,1
83434,1,17,1098.0,8,33,2
83435,2,17,1379.0,8,54,1
83436,2,17,2470.0,8,4,1
83437,1,16,369.0,8,326,1
83438,1,57,2199.0,109,939,1
83439,1,17,1149.0,8,54,1
83440,1,17,849.0,8,65,1
83441,2,17,1099.0,8,73,1
83442,3,16,499.0,8,344,1
83443,2,16,788.0,8,329,2
83444,1,16,369.0,8,326,1
83445,1,12,2310.0,175,2622,1
83446,2,17,938.0,8,49,1
83447,4,17,1052.0,8,73,1
83448,1,17,569.0,8,82,1
83449,1,17,1855.0,8,79,1
83450,1,16,399.0,8,331,1
83451,1,16,369.0,8,326,1
83452,3,17,556.0,8,33,1
83453,2,17,749.0,8,63,1
83454,2,46,999.0,146,1929,1
83455,2,57,1999.0,165,2407,1
83456,2,17,529.0,8,34,1
83457,1,33,1115.0,80,696,1
83458,4,17,1999.0,8,53,1
83459,2,17,719.0,8,82,1
83460,2,17,689.0,8,33,1
83461,1,17,569.0,8,82,1
83462,2,17,529.0,8,34,1
83463,1,17,649.0,8,33,1
83464,1,57,1399.0,109,935,1
83465,1,17,499.0,8,82,1
83466,2,56,1699.0,109,1065,1
83467,1,16,249.0,153,2241,1
83468,2,16,394.0,8,329,1
83469,3,17,1899.0,8,79,1
83470,2,17,898.0,8,50,1
83471,5,12,599.0,146,1799,1
83472,1,17,499.0,8,33,1
83473,3,57,1199.0,165,2404,1
83474,1,17,1168.0,8,54,1
83475,2,17,1152.0,8,51,1
83476,1,17,898.0,8,50,1
83477,1,54,399.0,153,2207,1
83478,2,17,1159.0,8,54,1
83479,2,17,937.0,8,49,1
83480,2,17,579.0,8,34,1
83481,3,17,1187.0,8,54,1
83482,2,17,999.0,8,71,1
83483,1,17,1549.0,8,53,1
83484,1,17,898.0,8,50,1
83485,30,5,1499.0,56,550,1
83486,3,12,599.0,146,1166,1
83487,3,55,599.0,8,173,1
83488,2,17,552.0,8,33,1
83489,1,17,1187.0,8,54,1
83490,2,15,489.0,8,293,1
83491,5,17,949.0,8,50,1
83492,1,54,1199.0,153,2227,1
83493,2,16,394.0,8,329,1
83494,1,16,509.0,8,319,1
83495,2,17,949.0,8,50,1
83496,2,17,554.0,8,33,1
83497,3,17,899.0,8,50,1
83498,2,17,691.0,8,33,1
83499,5,17,889.0,8,50,1
83500,1,57,1249.0,165,2399,1
83501,1,42,2499.0,146,1213,1
83502,2,17,1052.0,8,73,1
83503,1,57,1099.0,109,924,1
83504,2,57,1179.0,165,2406,1
83505,1,17,749.0,8,63,1
83506,2,57,1174.0,165,2404,1
83507,1,4,1499.0,56,1166,1
83508,1,57,779.0,109,926,1
83509,2,16,369.0,8,322,1
83510,2,17,949.0,8,50,1
83511,2,9,1199.0,190,2724,1
83512,1,57,1299.0,109,929,1
83513,3,57,1099.0,109,931,1
83514,1,17,2599.0,8,81,1
83515,1,17,1379.0,8,54,1
83516,1,16,379.0,8,298,1
83517,2,17,1500.0,8,59,1
83518,1,57,1299.0,109,929,1
83519,1,16,379.0,8,298,1
83520,1,17,1149.0,8,76,1
83521,1,55,1099.0,8,236,1
83522,1,57,949.0,109,927,1
83523,1,17,1249.0,8,59,1
83524,2,16,219.0,153,2243,1
83525,2,55,1199.0,196,2837,1
83526,1,15,379.0,8,293,1
83527,2,17,889.0,8,50,1
83528,2,17,2399.0,8,81,1
83529,3,17,2799.0,8,4,1
83530,2,17,889.0,8,50,1
83531,1,17,749.0,8,63,1
83532,1,17,1187.0,8,54,1
83533,1,57,879.0,165,2405,1
83534,1,55,449.0,8,244,1
83535,2,17,937.0,8,49,1
83536,2,17,1379.0,8,54,1
83537,1,17,949.0,8,50,1
83538,1,17,1358.0,8,54,1
83539,1,54,1199.0,8,238,1
83540,1,5,1100.0,132,1048,1
83541,2,17,949.0,8,50,1
83542,2,57,1179.0,153,2267,1
83543,2,16,469.0,8,339,1
83544,3,57,1789.0,165,2409,1
83545,1,17,2399.0,8,3,1
83546,1,17,552.0,8,33,1
83547,1,17,1149.0,8,59,1
83548,1,16,394.0,8,329,1
83549,2,17,1052.0,8,73,1
83550,2,57,2198.0,153,2301,2
83551,1,57,1799.0,165,2409,1
83552,1,17,889.0,8,50,1
83553,1,17,1249.0,8,76,1
83554,2,17,1785.0,8,53,1
83555,1,17,898.0,8,50,1
83556,2,57,2099.0,109,935,1
83557,1,17,1187.0,8,54,1
83558,1,57,1099.0,153,2301,1
83559,1,17,889.0,8,50,1
83560,2,17,1555.0,8,55,1
83561,2,61,380.0,123,1166,2
83562,1,17,749.0,8,63,1
83563,2,57,1190.0,109,931,1
83564,1,57,1192.0,109,929,1
83565,2,57,1139.0,109,929,1
83566,2,17,949.0,8,50,1
83567,4,17,779.0,8,40,1
83568,1,17,1187.0,8,54,1
83569,1,57,1799.0,165,2409,1
83570,1,17,2255.0,8,79,1
83571,1,17,1117.0,8,50,1
83572,2,57,1099.0,109,924,1
83573,2,17,1099.0,8,73,1
83574,2,17,409.0,8,28,1
83575,1,56,1195.0,109,1066,1
83576,1,17,1899.0,8,79,1
83577,1,17,749.0,8,63,1
83578,1,17,1459.0,8,53,1
83579,2,42,1799.0,146,1249,1
83580,2,55,1099.0,8,236,1
83581,2,17,749.0,8,63,1
83582,2,16,394.0,8,329,1
83583,1,17,889.0,8,50,1
83584,1,17,550.0,8,33,1
83585,3,17,749.0,8,63,1
83586,1,42,2199.0,146,1512,1
83587,1,42,1679.0,172,2480,1
83588,4,46,280.0,146,1166,2
83589,1,17,1168.0,8,54,1
83590,1,57,1499.0,140,1114,1
83591,1,17,749.0,8,63,1
83592,1,57,1499.0,165,2406,1
83593,1,17,2425.0,8,81,1
83594,3,17,691.0,8,33,1
83595,3,17,689.0,196,2837,1
83596,2,57,1679.0,109,937,1
83597,2,17,1187.0,8,54,1
83598,1,16,399.0,8,329,1
83599,8,9,699.0,135,1081,1
83600,2,15,379.0,8,293,1
